INDEX,TRIP,DIR,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,HOUR,MIN,SEC,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
1,1,N,SPS,10/25/2010,10:21:25,10/25/2010,5:21:25,6,21,25,0,41.392919,N,73.954107,W,147.411774,25.62009,24.570396,0,0,0
2,1,N,SPS,10/25/2010,10:21:30,10/25/2010,5:21:30,6,21,30,0,41.393422,N,73.953801,W,167.497726,35.650085,35.878629,0,0,0
3,1,N,SPS,10/25/2010,10:21:35,10/25/2010,5:21:35,6,21,35,0,41.393778,N,73.953457,W,167.704071,33.304459,35.854417,0,0,0
4,1,N,SPS,10/25/2010,10:21:40,10/25/2010,5:21:40,6,21,40,0,41.394118,N,73.95313,W,166.618347,31.859472,33.18512,0,0,0
5,1,N,SPS,10/25/2010,10:21:45,10/25/2010,5:21:45,6,21,45,0,41.394451,N,73.952839,W,166.35202,29.267746,27.067147,0,0,0
6,1,N,SPS,10/25/2010,10:21:50,10/25/2010,5:21:50,6,21,50,0,41.394751,N,73.952635,W,165.949646,24.767963,10.73828,0,0,0
7,1,N,SPS,10/25/2010,10:21:55,10/25/2010,5:21:55,6,21,55,0,41.395105,N,73.952546,W,166.363464,30.154051,356.922317,0,0,0
8,1,N,SPS,10/25/2010,10:22:00,10/25/2010,5:22:00,6,22,0,0,41.39548,N,73.952573,W,166.345673,32.513374,343.904682,0,0,0
9,1,N,SPS,10/25/2010,10:22:05,10/25/2010,5:22:05,6,22,5,0,41.395905,N,73.952736,W,167.980682,35.692356,260.879051,0,0,0
10,1,N,SPS,10/25/2010,10:22:43,10/25/2010,5:22:43,6,22,43,0,41.395361,N,73.957247,W,166.700104,39.170284,245.425673,0,0,0
11,1,N,SPS,10/25/2010,10:22:48,10/25/2010,5:22:48,6,22,48,0,41.395149,N,73.957865,W,166.531555,38.618649,255.622947,0,0,0
12,1,N,SPS,10/25/2010,10:22:53,10/25/2010,5:22:53,6,22,53,0,41.395044,N,73.95841,W,166.393646,27.975214,286.614369,0,0,0
13,1,N,SPS,10/25/2010,10:22:58,10/25/2010,5:22:58,6,22,58,0,41.395128,N,73.958783,W,166.135239,12.988703,313.888055,0,0,0
14,1,N,SPS,10/25/2010,10:23:03,10/25/2010,5:23:03,6,23,3,0,41.395204,N,73.958889,W,165.320175,15.734641,16.296978,0,0,0
15,1,N,SPS,10/25/2010,10:23:08,10/25/2010,5:23:08,6,23,8,0,41.395474,N,73.958784,W,164.912491,27.294212,354.074376,0,0,0
16,1,N,SPS,10/25/2010,10:23:13,10/25/2010,5:23:13,6,23,13,0,41.395794,N,73.958828,W,164.31958,26.720909,292.250861,0,0,0
17,1,N,SPS,10/25/2010,10:23:18,10/25/2010,5:23:18,6,23,18,0,41.39592,N,73.959239,W,162.67366,30.261112,277.480911,0,0,0
18,1,N,SPS,10/25/2010,10:23:23,10/25/2010,5:23:23,6,23,23,0,41.395974,N,73.959787,W,161.475311,33.333855,279.871231,0,0,0
19,1,N,SPS,10/25/2010,10:23:28,10/25/2010,5:23:28,6,23,28,0,41.39604,N,73.960292,W,159.750275,28.798443,284.975907,0,0,0
20,1,N,SPS,10/25/2010,10:23:33,10/25/2010,5:23:33,6,23,33,0,41.39613,N,73.96074,W,157.349197,28.328259,289.167708,0,0,0
21,1,N,SPS,10/25/2010,10:23:38,10/25/2010,5:23:38,6,23,38,0,41.396255,N,73.96122,W,155.686264,32.598602,287.730114,0,0,0
22,1,N,SPS,10/25/2010,10:23:43,10/25/2010,5:23:43,6,23,43,0,41.396375,N,73.961718,W,154.410828,26.866879,287.364806,0,0,0
23,1,N,SPS,10/25/2010,10:23:48,10/25/2010,5:23:48,6,23,48,0,41.396469,N,73.96212,W,153.180023,21.234825,316.372865,0,0,0
24,1,N,SPS,10/25/2010,10:23:53,10/25/2010,5:23:53,6,23,53,0,41.396626,N,73.962319,W,150.803314,16.026131,271.910654,0,0,0
25,1,N,SPS,10/25/2010,10:23:58,10/25/2010,5:23:58,6,23,58,0,41.396634,N,73.962662,W,149.791412,29.535702,276.208948,0,0,0
26,1,N,SPS,10/25/2010,10:24:03,10/25/2010,5:24:03,6,24,3,0,41.396675,N,73.963159,W,148.650864,33.364876,272.267715,0,0,0
27,1,N,SPS,10/25/2010,10:24:08,10/25/2010,5:24:08,6,24,8,0,41.396692,N,73.963745,W,148.860092,33.887932,275.367226,0,0,0
28,1,N,SPS,10/25/2010,10:24:13,10/25/2010,5:24:13,6,24,13,0,41.396733,N,73.964324,W,149.778992,34.471687,279.489523,0,0,0
29,1,N,SPS,10/25/2010,10:24:18,10/25/2010,5:24:18,6,24,18,0,41.396804,N,73.964891,W,151.794373,33.915298,305.547327,0,0,0
30,1,N,SPS,10/25/2010,10:24:23,10/25/2010,5:24:23,6,24,23,0,41.397058,N,73.965364,W,153.812119,34.374577,329.013023,0,0,0
31,1,N,SPS,10/25/2010,10:24:28,10/25/2010,5:24:28,6,24,28,0,41.39739,N,73.96563,W,155.501694,27.23592,334.27214,0,0,0
32,1,N,SPS,10/25/2010,10:24:33,10/25/2010,5:24:33,6,24,33,0,41.397718,N,73.965841,W,157.148956,28.323126,329.873508,0,0,0
33,1,N,SPS,10/25/2010,10:24:38,10/25/2010,5:24:38,6,24,38,0,41.397994,N,73.966054,W,157.979095,12.316826,311.49996,0,0,0
34,1,N,SPS,10/25/2010,10:24:43,10/25/2010,5:24:43,6,24,43,0,41.398083,N,73.966189,W,159.099487,11.181767,300.54445,0,0,0
35,1,N,SPS,10/25/2010,10:24:48,10/25/2010,5:24:48,6,24,48,0,41.398121,N,73.966274,W,159.90947,0.531096,293.160037,0,0,0
36,1,N,SPS,10/25/2010,10:24:53,10/25/2010,5:24:53,6,24,53,0,41.398161,N,73.966398,W,160.638779,19.546741,300.733291,0,0,0
37,1,N,SPS,10/25/2010,10:24:58,10/25/2010,5:24:58,6,24,58,0,41.398343,N,73.966807,W,161.69191,32.103638,319.452726,0,0,0
38,1,N,SPS,10/25/2010,10:25:03,10/25/2010,5:25:03,6,25,3,0,41.39868,N,73.967192,W,162.324692,36.028961,327.148922,0,0,0
39,1,N,SPS,10/25/2010,10:25:08,10/25/2010,5:25:08,6,25,8,0,41.399079,N,73.967535,W,161.504974,34.50441,321.00451,0,0,0
40,1,N,SPS,10/25/2010,10:25:13,10/25/2010,5:25:13,6,25,13,0,41.399408,N,73.96789,W,162.094421,32.781734,313.441426,0,0,0
41,1,N,SPS,10/25/2010,10:25:18,10/25/2010,5:25:18,6,25,18,0,41.399686,N,73.968282,W,162.641541,33.845039,290.547766,0,0,0
42,1,N,SPS,10/25/2010,10:25:23,10/25/2010,5:25:23,6,25,23,0,41.399815,N,73.96874,W,163.835892,23.973495,297.381174,0,0,0
43,1,N,SPS,10/25/2010,10:25:28,10/25/2010,5:25:28,6,25,28,0,41.399934,N,73.969045,W,164.076462,17.18071,354.80287,0,0,0
44,1,N,SPS,10/25/2010,10:25:33,10/25/2010,5:25:33,6,25,33,0,41.400123,N,73.969068,W,164.398193,22.470779,35.852561,0,0,0
45,1,N,SPS,10/25/2010,10:25:38,10/25/2010,5:25:38,6,25,38,0,41.400376,N,73.968824,W,165.301056,24.477507,25.103454,0,0,0
46,1,N,SPS,10/25/2010,10:25:43,10/25/2010,5:25:43,6,25,43,0,41.400632,N,73.968664,W,164.493362,21.141943,59.711315,0,0,0
47,1,N,SPS,10/25/2010,10:25:48,10/25/2010,5:25:48,6,25,48,0,41.400802,N,73.968276,W,164.473282,28.561646,62.173752,0,0,0
48,1,N,SPS,10/25/2010,10:25:53,10/25/2010,5:25:53,6,25,53,0,41.40095,N,73.967902,W,165.39238,21.68915,12.585463,0,0,0
49,1,N,SPS,10/25/2010,10:25:58,10/25/2010,5:25:58,6,25,58,0,41.401199,N,73.967828,W,165.404968,25.687439,335.690092,0,0,0
50,1,N,SPS,10/25/2010,10:26:03,10/25/2010,5:26:03,6,26,3,0,41.401508,N,73.968014,W,165.520065,23.134279,317.103233,0,0,0
51,1,N,SPS,10/25/2010,10:26:08,10/25/2010,5:26:08,6,26,8,0,41.401685,N,73.968233,W,165.898895,14.933733,264.290673,0,0,0
52,1,N,SPS,10/25/2010,10:26:13,10/25/2010,5:26:13,6,26,13,0,41.401668,N,73.968464,W,165.711533,14.224861,253.882241,0,0,0
53,1,N,SPS,10/25/2010,10:26:18,10/25/2010,5:26:18,6,26,18,0,41.401622,N,73.968675,W,165.420151,12.71592,248.03611,0,0,0
54,1,N,SPS,10/25/2010,10:26:23,10/25/2010,5:26:23,6,26,23,0,41.401565,N,73.968865,W,165.04277,11.78706,245.197182,0,0,0
55,1,N,SPS,10/25/2010,10:26:28,10/25/2010,5:26:28,6,26,28,0,41.401487,N,73.969091,W,164.483582,10.786222,225.069009,0,0,0
56,1,N,SPS,10/25/2010,10:26:33,10/25/2010,5:26:33,6,26,33,0,41.401414,N,73.969188,W,163.665436,9.400867,179.796952,0,0,0
57,1,N,SPS,10/25/2010,10:26:38,10/25/2010,5:26:38,6,26,38,0,41.401232,N,73.969187,W,163.943085,14.253239,228.362792,0,0,0
58,1,N,SPS,10/25/2010,10:26:43,10/25/2010,5:26:43,6,26,43,0,41.401141,N,73.969324,W,162.818466,16.389364,298.864208,0,0,0
59,1,N,SPS,10/25/2010,10:26:48,10/25/2010,5:26:48,6,26,48,0,41.401269,N,73.969633,W,164.431564,25.460344,318.571291,0,0,0
60,1,N,SPS,10/25/2010,10:26:53,10/25/2010,5:26:53,6,26,53,0,41.401548,N,73.969961,W,165.828125,29.851057,310.468276,0,0,0
61,1,N,SPS,10/25/2010,10:26:58,10/25/2010,5:26:58,6,26,58,0,41.401787,N,73.970335,W,166.114761,27.237076,281.820453,0,0,0
62,1,N,SPS,10/25/2010,10:27:03,10/25/2010,5:27:03,6,27,3,0,41.401839,N,73.970668,W,168.387268,9.816101,285.341929,0,0,0
63,1,N,SPS,10/25/2010,10:27:08,10/25/2010,5:27:08,6,27,8,0,41.401858,N,73.970761,W,169.187088,12.403768,306.0718,0,0,0
64,1,N,SPS,10/25/2010,10:27:13,10/25/2010,5:27:13,6,27,13,0,41.40203,N,73.971076,W,169.789017,28.303802,299.652022,0,0,0
65,1,N,SPS,10/25/2010,10:27:18,10/25/2010,5:27:18,6,27,18,0,41.402204,N,73.971484,W,170.787704,28.863728,284.155003,0,0,0
66,1,N,SPS,10/25/2010,10:27:23,10/25/2010,5:27:23,6,27,23,0,41.402293,N,73.971953,W,171.423645,29.027643,255.389576,0,0,0
67,1,N,SPS,10/25/2010,10:27:28,10/25/2010,5:27:28,6,27,28,0,41.402192,N,73.972472,W,171.732407,31.221674,251.877427,0,0,0
68,1,N,SPS,10/25/2010,10:27:33,10/25/2010,5:27:33,6,27,33,0,41.402066,N,73.972984,W,171.978149,33.130375,233.01994,0,0,0
69,1,N,SPS,10/25/2010,10:27:38,10/25/2010,5:27:38,6,27,38,0,41.401562,N,73.973877,W,127.354385,31.073885,213.49644,0,0,0
70,1,N,SPS,10/25/2010,10:27:43,10/25/2010,5:27:43,6,27,43,0,41.40102,N,73.974355,W,62.308743,31.734795,254.14134,0,0,0
71,1,N,SPS,10/25/2010,10:27:48,10/25/2010,5:27:48,6,27,48,0,41.400904,N,73.974898,W,55.207283,32.718525,246.028857,0,0,0
72,1,N,SPS,10/25/2010,10:27:53,10/25/2010,5:27:53,6,27,53,0,41.400738,N,73.975396,W,53.692406,34.019901,254.855212,0,0,0
73,1,N,SPS,10/25/2010,10:27:58,10/25/2010,5:27:58,6,27,58,0,41.400633,N,73.975912,W,54.575737,31.610023,274.954134,0,0,0
74,1,N,SPS,10/25/2010,10:28:03,10/25/2010,5:28:03,6,28,3,0,41.400666,N,73.976405,W,55.431114,27.974953,289.448808,0,0,0
75,1,N,SPS,10/25/2010,10:28:08,10/25/2010,5:28:08,6,28,8,0,41.400766,N,73.976786,W,57.183094,19.220303,359.161552,0,0,0
76,1,N,SPS,10/25/2010,10:28:13,10/25/2010,5:28:13,6,28,13,0,41.401004,N,73.976791,W,63.500618,26.735289,5.553373,0,0,0
77,1,N,SPS,10/25/2010,10:28:18,10/25/2010,5:28:18,6,28,18,0,41.401322,N,73.976749,W,68.008018,21.53089,7.022885,0,0,0
78,1,N,SPS,10/25/2010,10:28:23,10/25/2010,5:28:23,6,28,23,0,41.401554,N,73.976711,W,68.985954,14.671302,308.302212,0,0,0
79,1,N,SPS,10/25/2010,10:28:28,10/25/2010,5:28:28,6,28,28,0,41.401642,N,73.976861,W,68.585312,12.03559,226.084212,0,0,0
80,1,N,SPS,10/25/2010,10:28:33,10/25/2010,5:28:33,6,28,33,0,41.401544,N,73.976996,W,65.83876,15.572333,146.046203,0,0,0
81,1,N,SPS,10/25/2010,10:28:38,10/25/2010,5:28:38,6,28,38,0,41.401424,N,73.976888,W,66.384842,10.619452,155.201158,0,0,0
82,1,N,SPS,10/25/2010,10:28:43,10/25/2010,5:28:43,6,28,43,0,41.401255,N,73.976784,W,65.816139,20.094942,184.948072,0,0,0
83,1,N,SPS,10/25/2010,10:28:48,10/25/2010,5:28:48,6,28,48,0,41.401102,N,73.976802,W,65.797844,4.258194,183.813541,0,0,0
84,1,N,SPS,10/25/2010,10:28:53,10/25/2010,5:28:53,6,28,53,0,41.401018,N,73.976809,W,66.079979,8.228603,179.402298,0,0,0
85,1,N,SPS,10/25/2010,10:28:58,10/25/2010,5:28:58,6,28,58,0,41.400887,N,73.976807,W,66.17688,9.043758,222.807241,0,0,0
86,1,N,SPS,10/25/2010,10:29:03,10/25/2010,5:29:03,6,29,3,0,41.400813,N,73.976899,W,66.856674,12.844912,277.256541,0,0,0
87,1,N,SPS,10/25/2010,10:29:08,10/25/2010,5:29:08,6,29,8,0,41.400847,N,73.977259,W,68.380997,26.457418,275.052373,0,0,0
88,1,N,SPS,10/25/2010,10:29:13,10/25/2010,5:29:13,6,29,13,0,41.400882,N,73.977785,W,70.237343,33.405411,258.485531,0,0,0
89,1,N,SPS,10/25/2010,10:29:18,10/25/2010,5:29:18,6,29,18,0,41.400804,N,73.978298,W,73.42038,29.964678,254.712201,0,0,0
90,1,N,SPS,10/25/2010,10:29:23,10/25/2010,5:29:23,6,29,23,0,41.40071,N,73.978756,W,76.246307,29.634844,252.864382,0,0,0
91,1,N,SPS,10/25/2010,10:29:28,10/25/2010,5:29:28,6,29,28,0,41.400586,N,73.97929,W,78.166695,34.102676,235.028465,0,0,0
92,1,N,SPS,10/25/2010,10:29:33,10/25/2010,5:29:33,6,29,33,0,41.400352,N,73.979736,W,80.729553,32.575359,221.070347,0,0,0
93,1,N,SPS,10/25/2010,10:29:38,10/25/2010,5:29:38,6,29,38,0,41.400071,N,73.980062,W,83.124229,28.776312,217.625784,0,0,0
94,1,N,SPS,10/25/2010,10:29:43,10/25/2010,5:29:43,6,29,43,0,41.399903,N,73.980235,W,85.195679,4.13131,256.004873,0,0,0
95,1,N,SPS,10/25/2010,10:29:48,10/25/2010,5:29:48,6,29,48,0,41.399898,N,73.980261,W,86.471016,0.151092,214.168944,0,0,0
96,1,N,SPS,10/25/2010,10:29:53,10/25/2010,5:29:53,6,29,53,0,41.399898,N,73.980262,W,86.796669,0.036064,223.20835,0,0,0
97,1,N,SPS,10/25/2010,10:29:58,10/25/2010,5:29:58,6,29,58,0,41.399838,N,73.980337,W,86.851814,18.35759,222.28085,0,0,0
98,1,N,SPS,10/25/2010,10:30:03,10/25/2010,5:30:03,6,30,3,0,41.399594,N,73.980633,W,88.594795,28.982536,232.04747,0,0,0
99,1,N,SPS,10/25/2010,10:30:08,10/25/2010,5:30:08,6,30,8,0,41.39937,N,73.981014,W,90.799072,32.098877,249.570282,0,0,0
100,1,N,SPS,10/25/2010,10:30:13,10/25/2010,5:30:13,6,30,13,0,41.399221,N,73.981549,W,92.27552,28.730064,251.836768,0,0,0
101,1,N,SPS,10/25/2010,10:30:18,10/25/2010,5:30:18,6,30,18,0,41.39913,N,73.981919,W,94.959137,21.84774,249.13924,0,0,0
102,1,N,SPS,10/25/2010,10:30:23,10/25/2010,5:30:23,6,30,23,0,41.399062,N,73.982156,W,96.09864,6.292698,255.623385,0,0,0
103,1,N,SPS,10/25/2010,10:30:28,10/25/2010,5:30:28,6,30,28,0,41.399035,N,73.982297,W,96.619919,14.394348,215.070208,0,0,0
104,1,N,SPS,10/25/2010,10:30:33,10/25/2010,5:30:33,6,30,33,0,41.398826,N,73.982493,W,95.62326,31.415321,214.603308,0,0,0
105,1,N,SPS,10/25/2010,10:30:38,10/25/2010,5:30:38,6,30,38,0,41.398452,N,73.982837,W,96.773132,31.637106,220.919174,0,0,0
106,1,N,SPS,10/25/2010,10:30:43,10/25/2010,5:30:43,6,30,43,0,41.398096,N,73.983248,W,98.868362,40.727783,226.600831,0,0,0
107,1,N,SPS,10/25/2010,10:30:48,10/25/2010,5:30:48,6,30,48,0,41.397736,N,73.983756,W,100.455582,41.870285,224.087243,0,0,0
108,1,N,SPS,10/25/2010,10:30:53,10/25/2010,5:30:53,6,30,53,0,41.39736,N,73.984241,W,103.099548,42.734333,229.632842,0,0,0
109,1,N,SPS,10/25/2010,10:30:58,10/25/2010,5:30:58,6,30,58,0,41.397,N,73.984806,W,107.210251,45.954155,229.633539,0,0,0
110,1,N,SPS,10/25/2010,10:31:03,10/25/2010,5:31:03,6,31,3,0,41.396626,N,73.985393,W,110.381264,47.723843,232.555869,0,0,0
111,1,N,SPS,10/25/2010,10:31:08,10/25/2010,5:31:08,6,31,8,0,41.396254,N,73.98604,W,110.779007,51.34306,225.317903,0,0,0
112,1,N,SPS,10/25/2010,10:31:13,10/25/2010,5:31:13,6,31,13,0,41.395779,N,73.98668,W,115.025307,54.73373,219.042115,0,0,0
113,1,N,SPS,10/25/2010,10:31:18,10/25/2010,5:31:18,6,31,18,0,41.3952,N,73.987306,W,117.38311,59.673943,218.70981,0,0,0
114,1,N,SPS,10/25/2010,10:31:23,10/25/2010,5:31:23,6,31,23,0,41.394593,N,73.987955,W,119.323792,61.903,217.152556,0,0,0
115,1,N,SPS,10/25/2010,10:31:28,10/25/2010,5:31:28,6,31,28,0,41.393975,N,73.988579,W,121.786285,61.066856,211.437301,0,0,0
116,1,N,SPS,10/25/2010,10:31:33,10/25/2010,5:31:33,6,31,33,0,41.393293,N,73.989134,W,124.879715,65.660591,209.226776,0,0,0
117,1,N,SPS,10/25/2010,10:31:38,10/25/2010,5:31:38,6,31,38,0,41.392593,N,73.989657,W,128.821487,65.271965,216.241074,0,0,0
118,1,N,SPS,10/25/2010,10:31:43,10/25/2010,5:31:43,6,31,43,0,41.391929,N,73.990305,W,131.806992,64.967422,215.374472,0,0,0
119,1,N,SPS,10/25/2010,10:31:48,10/25/2010,5:31:48,6,31,48,0,41.391256,N,73.990942,W,134.550827,66.500526,226.651469,0,0,0
120,1,N,SPS,10/25/2010,10:31:53,10/25/2010,5:31:53,6,31,53,0,41.390659,N,73.991785,W,143.345276,66.661095,246.236021,0,0,0
121,1,N,SPS,10/25/2010,10:31:58,10/25/2010,5:31:58,6,31,58,0,41.390329,N,73.992784,W,146.51825,65.121887,260.996674,0,0,0
122,1,N,SPS,10/25/2010,10:32:03,10/25/2010,5:32:03,6,32,3,0,41.390204,N,73.993837,W,147.813904,64.07695,266.323114,0,0,0
123,1,N,SPS,10/25/2010,10:32:08,10/25/2010,5:32:08,6,32,8,0,41.390153,N,73.994885,W,148.96524,61.81971,250.782536,0,0,0
124,1,N,SPS,10/25/2010,10:32:13,10/25/2010,5:32:13,6,32,13,0,41.389912,N,73.995808,W,149.087372,56.937832,218.982981,0,0,0
125,1,N,SPS,10/25/2010,10:32:18,10/25/2010,5:32:18,6,32,18,0,41.389397,N,73.996363,W,149.65361,52.384579,195.228179,0,0,0
126,1,N,SPS,10/25/2010,10:32:23,10/25/2010,5:32:23,6,32,23,0,41.388755,N,73.996596,W,151.748077,48.712296,182.993896,0,0,0
127,1,N,SPS,10/25/2010,10:32:28,10/25/2010,5:32:28,6,32,28,0,41.388153,N,73.996638,W,151.754303,44.594589,193.362683,0,0,0
128,1,N,SPS,10/25/2010,10:32:33,10/25/2010,5:32:33,6,32,33,0,41.387602,N,73.996813,W,149.996796,44.641323,213.399655,0,0,0
129,1,N,SPS,10/25/2010,10:32:38,10/25/2010,5:32:38,6,32,38,0,41.387143,N,73.997216,W,154.57637,36.867222,216.455357,0,0,0
130,1,N,SPS,10/25/2010,10:32:43,10/25/2010,5:32:43,6,32,43,0,41.386926,N,73.99743,W,155.193481,13.913754,227.119226,0,0,0
131,1,N,SPS,10/25/2010,10:32:48,10/25/2010,5:32:48,6,32,48,0,41.386844,N,73.997548,W,153.702957,15.163077,187.672139,0,0,0
132,1,N,SPS,10/25/2010,10:32:53,10/25/2010,5:32:53,6,32,53,0,41.38654,N,73.997602,W,151.264801,22.609295,157.677606,0,0,0
133,1,N,SPS,10/25/2010,10:32:58,10/25/2010,5:32:58,6,32,58,0,41.386383,N,73.997517,W,151.370667,11.932701,126.486044,0,0,0
134,1,N,SPS,10/25/2010,10:33:03,10/25/2010,5:33:03,6,33,3,0,41.386188,N,73.997165,W,149.879257,34.700436,114.683648,0,0,0
135,1,N,SPS,10/25/2010,10:33:08,10/25/2010,5:33:08,6,33,8,0,41.385985,N,73.996577,W,152.166992,36.213318,95.193432,0,0,0
136,1,N,SPS,10/25/2010,10:33:13,10/25/2010,5:33:13,6,33,13,0,41.385948,N,73.996024,W,151.393906,25.735229,62.695944,0,0,0
137,1,N,SPS,10/25/2010,10:33:18,10/25/2010,5:33:18,6,33,18,0,41.386041,N,73.995782,W,153.190033,4.898041,88.902056,0,0,0
138,1,N,SPS,10/25/2010,10:33:23,10/25/2010,5:33:23,6,33,23,0,41.386042,N,73.995753,W,153.213608,2.8841,107.106186,0,0,0
139,1,N,SPS,10/25/2010,10:33:28,10/25/2010,5:33:28,6,33,28,0,41.385975,N,73.995464,W,152.190231,32.206505,127.324921,0,0,0
140,1,N,SPS,10/25/2010,10:33:33,10/25/2010,5:33:33,6,33,33,0,41.385635,N,73.99487,W,151.737457,53.235298,125.93234,0,0,0
141,1,N,SPS,10/25/2010,10:33:38,10/25/2010,5:33:38,6,33,38,0,41.385204,N,73.994078,W,150.628448,62.376492,126.533807,0,0,0
142,1,N,SPS,10/25/2010,10:33:43,10/25/2010,5:33:43,6,33,43,0,41.384704,N,73.993178,W,149.726685,68.772125,126.755566,0,0,0
143,1,N,SPS,10/25/2010,10:33:48,10/25/2010,5:33:48,6,33,48,0,41.384149,N,73.992187,W,148.554474,74.267159,133.258804,0,0,0
144,1,N,SPS,10/25/2010,10:33:53,10/25/2010,5:33:53,6,33,53,0,41.383497,N,73.991264,W,148.614761,75.286179,142.68047,0,0,0
145,1,N,SPS,10/25/2010,10:33:58,10/25/2010,5:33:58,6,33,58,0,41.382717,N,73.990471,W,148.395279,78.669235,152.286992,0,0,0
146,1,N,DGPS,10/25/2010,10:34:03,10/25/2010,5:34:03,6,34,3,0,41.381836,N,73.989854,W,148.01207,79.583054,149.81655,0,0,0
147,1,N,DGPS,10/25/2010,10:34:08,10/25/2010,5:34:08,6,34,8,0,41.380987,N,73.989196,W,147.628174,77.720886,140.579994,0,0,0
148,1,N,DGPS,10/25/2010,10:34:13,10/25/2010,5:34:13,6,34,13,0,41.380248,N,73.988387,W,147.175461,76.644371,129.702196,0,0,0
149,1,N,DGPS,10/25/2010,10:34:18,10/25/2010,5:34:18,6,34,18,0,41.379664,N,73.98745,W,145.886902,68.79493,129.428541,0,0,0
150,1,N,DGPS,10/25/2010,10:34:23,10/25/2010,5:34:23,6,34,23,0,41.379122,N,73.986571,W,144.137589,69.332199,133.640172,0,0,0
151,1,N,DGPS,10/25/2010,10:34:28,10/25/2010,5:34:28,6,34,28,0,41.378503,N,73.985706,W,143.753067,69.368126,134.410448,0,0,0
152,1,N,DGPS,10/25/2010,10:34:33,10/25/2010,5:34:33,6,34,33,0,41.377878,N,73.984856,W,142.549484,70.984489,133.905816,0,0,0
153,1,N,DGPS,10/25/2010,10:34:38,10/25/2010,5:34:38,6,34,38,0,41.377256,N,73.983994,W,141.00032,69.578262,133.496794,0,0,0
154,1,N,DGPS,10/25/2010,10:34:43,10/25/2010,5:34:43,6,34,43,0,41.376716,N,73.983236,W,135.790405,57.807587,141.86297,0,0,0
155,1,N,DGPS,10/25/2010,10:34:48,10/25/2010,5:34:48,6,34,48,0,41.376253,N,73.982752,W,128.124268,44.868305,199.215736,0,0,0
156,1,N,DGPS,10/25/2010,10:34:53,10/25/2010,5:34:53,6,34,53,0,41.375782,N,73.98297,W,129.037231,41.999508,267.132955,0,0,0
157,1,N,DGPS,10/25/2010,10:34:58,10/25/2010,5:34:58,6,34,58,0,41.375752,N,73.983747,W,131.591202,43.825359,348.137588,0,0,0
158,1,N,DGPS,10/25/2010,10:35:03,10/25/2010,5:35:03,6,35,3,0,41.37622,N,73.983878,W,133.795975,41.249035,31.263841,0,0,0
159,1,N,DGPS,10/25/2010,10:35:08,10/25/2010,5:35:08,6,35,8,0,41.376843,N,73.983375,W,140.124359,46.342579,38.544243,0,0,0
160,1,N,DGPS,10/25/2010,10:35:13,10/25/2010,5:35:13,6,35,13,0,41.377325,N,73.982862,W,141.666901,46.087101,38.394258,0,0,0
161,1,N,DGPS,10/25/2010,10:35:18,10/25/2010,5:35:18,6,35,18,0,41.377805,N,73.982355,W,139.06926,52.201576,32.680819,0,0,0
162,1,N,DGPS,10/25/2010,10:35:23,10/25/2010,5:35:23,6,35,23,0,41.378383,N,73.981861,W,136.681061,56.128654,23.623721,0,0,0
163,1,N,DGPS,10/25/2010,10:35:28,10/25/2010,5:35:28,6,35,28,0,41.379007,N,73.981498,W,139.79184,49.782627,16.694011,0,0,0
164,1,N,DGPS,10/25/2010,10:35:33,10/25/2010,5:35:33,6,35,33,0,41.379513,N,73.981295,W,142.323349,34.630077,15.171118,0,0,0
165,1,N,DGPS,10/25/2010,10:35:38,10/25/2010,5:35:38,6,35,38,0,41.37983,N,73.981181,W,162.993256,21.873478,11.066909,0,0,0
166,1,N,DGPS,10/25/2010,10:35:43,10/25/2010,5:35:43,6,35,43,0,41.38012,N,73.981105,W,162.520081,23.164656,13.16858,0,0,0
167,1,N,DGPS,10/25/2010,10:35:48,10/25/2010,5:35:48,6,35,48,0,41.380379,N,73.981024,W,166.764053,18.059519,12.123276,0,0,0
168,1,N,DGPS,10/25/2010,10:35:53,10/25/2010,5:35:53,6,35,53,0,41.380566,N,73.980971,W,169.599426,13.23505,6.549228,0,0,0
169,1,N,DGPS,10/25/2010,10:35:58,10/25/2010,5:35:58,6,35,58,0,41.38068,N,73.980953,W,174.217209,3.266357,99.895054,0,0,0
170,1,N,DGPS,10/25/2010,10:36:03,10/25/2010,5:36:03,6,36,3,0,41.380676,N,73.980921,W,178.548172,0.780048,137.317611,0,0,0
171,1,N,DGPS,10/25/2010,10:36:08,10/25/2010,5:36:08,6,36,8,0,41.380673,N,73.980917,W,179.845535,0.275839,316.944186,0,0,0
172,1,N,DGPS,10/25/2010,10:36:13,10/25/2010,5:36:13,6,36,13,0,41.380679,N,73.980924,W,180.229965,2.426473,14.636903,0,0,0
173,1,N,DGPS,10/25/2010,10:36:18,10/25/2010,5:36:18,6,36,18,0,41.380816,N,73.980876,W,179.664001,17.430086,10.689761,0,0,0
174,1,N,DGPS,10/25/2010,10:36:23,10/25/2010,5:36:23,6,36,23,0,41.381126,N,73.980798,W,180.259781,25.652395,13.365581,0,0,0
175,1,N,DGPS,10/25/2010,10:36:28,10/25/2010,5:36:28,6,36,28,0,41.381488,N,73.980683,W,180.219025,30.272339,13.06293,0,0,0
